brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure,series_id
奇瑞,艾瑞泽5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0e2331b1cedf4623bdb7a813bfcc2c2f~tplv-resize:640:0.png?psm=motor.rank.data,1925,4.69-5.29万,奇瑞汽车,紧凑型车,汽油,未知,3年或10万公里,1081
比亚迪,汉EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fbd454e1b6ae4c86b1468468f3372b9d~tplv-resize:640:0.png?psm=motor.rank.data,1896,15.78-21.38万,比亚迪,中大型车,纯电动,未知,6年或15万公里,4300
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png?psm=motor.rank.data,1888,17.59-21.99万,上汽通用雪佛兰,中型车,汽油,未知,3年或10万公里,1355
现代,途胜,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5105f4c26b00494cb2e2986ab373e02e~tplv-resize:640:0.png?psm=motor.rank.data,1876,10.68-15.98万,北京现代,紧凑型SUV,汽油,未知,可选:3年或15万公里/5年或10万公里/7年或7万公里,1322
蔚来,蔚来ES6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/feffe1ceb54d462ab4c050ad15104810~tplv-resize:640:0.png?psm=motor.rank.data,1857,33.8-35万,蔚来,中型SUV,纯电动,未知,3年或12万公里,2843
领克,领克07 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/838ec1e233614f3b9c64c6416770defa~tplv-resize:640:0.png?psm=motor.rank.data,1853,13.98-15.98万,领克,中型车,插电式混合动力,未知,5年或10万公里,4370
长安,长安UNI-Z PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/75826447e3d64b02a31b4e6777bfb54f~tplv-resize:640:0.png?psm=motor.rank.data,1847,9.89-11.89万,长安汽车,紧凑型SUV,插电式混合动力,未知,3年或12万公里,9651
本田,思域,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/19f2cb4bd6304f3a96b45e1bbbf6151b~tplv-resize:640:0.png?psm=motor.rank.data,1841,9.79-14.79万,东风本田,紧凑型车,汽油,未知,3年或10万公里,276
享界,享界S9T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/613c0834a43548f8bd82888ada27be70~tplv-resize:640:0.png?psm=motor.rank.data,1836,30.98-37.98万,北汽新能源,中大型车,增程式,未知,4年或10万公里,25595
东风奕派,eπ007,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c8bba8dfcbf42aa8bc0803416b2af28~tplv-resize:640:0.png?psm=motor.rank.data,1835,11.09-14.99万,东风乘用车,中大型车,纯电动,未知,3年或10万公里,9349
广汽传祺,传祺向往S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/45b50904cf2c4d7e96e1317471f7ff01~tplv-resize:640:0.png?psm=motor.rank.data,1824,15.38-20.98万,广汽传祺,中大型SUV,插电式混合动力,未知,3年或10万公里,25071
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fb7abd70b8b248fc90d8fd1009400de6~tplv-resize:640:0.png?psm=motor.rank.data,1821,9.97-17.17万,东风雪铁龙,中型车,汽油,未知,5年或15万公里,5048
智界,智界R7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f35de5640ec447e294dd0fc4962fa344~tplv-resize:640:0.png?psm=motor.rank.data,1820,24.98-31.98万,奇瑞汽车,中大型SUV,纯电动,未知,4年或10万公里,10180
212,212 T01,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/03642400457f455ba7465c7f204f3ea7~tplv-resize:640:0.png?psm=motor.rank.data,1817,13.99-20.58万,二一二越野车,紧凑型SUV,柴油,未知,3年或6万公里,20089
红旗,红旗E-QM5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b037b30e070943928eff5eb972564e56~tplv-resize:640:0.png?psm=motor.rank.data,1813,12.18-20.18万,一汽红旗,中型车,纯电动,未知,4年或10万公里,5092
奇瑞风云,风云T9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/315abacc7fb847a583600f97014fde68~tplv-resize:640:0.png?psm=motor.rank.data,1799,11.09-16.19万,奇瑞汽车,中型SUV,插电式混合动力,未知,3年或10万公里,9500
岚图,岚图泰山,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5f56f8901e384ee0912c7e927cc0e4b7~tplv-resize:640:0.png?psm=motor.rank.data,1797,37.99-50.99万,岚图汽车,大型SUV,插电式混合动力,未知,5年或10万公里,25619
比亚迪,唐DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/db15adf4a0ab478589e5ab61807df13c~tplv-resize:640:0.png?psm=motor.rank.data,1784,15.48-19.78万,比亚迪,中型SUV,插电式混合动力,未知,6年或15万公里,311
荣威,荣威D6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e34c796a4f9840eba2aaa732a41ec6d6~tplv-resize:640:0.png?psm=motor.rank.data,1777,7.98-11.98万,上汽集团,紧凑型车,纯电动,未知,6年或15万公里,25140
沃尔沃,沃尔沃S90,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/85aadd38308745acafc138573dd26671~tplv-resize:640:0.png?psm=motor.rank.data,1775,26.69-33.59万,沃尔沃亚太,中大型车,48V轻混系统,未知,3年不限公里,1281
比亚迪,汉DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/982f175304b44f9a8b13330481049460~tplv-resize:640:0.png?psm=motor.rank.data,1765,14.68-20.38万,比亚迪,中大型车,插电式混合动力,未知,6年或15万公里,4228
丰田,普拉多,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png?psm=motor.rank.data,1743,39.98-55.98万,一汽丰田,中大型SUV,油电混合,未知,3年或10万公里,547
奔腾,悦意03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/59466e6dac714415ae435fc225c34c16~tplv-resize:640:0.png?psm=motor.rank.data,1733,7.98-11.39万,一汽奔腾,紧凑型SUV,纯电动,未知,3年或10万公里,24919
现代,库斯途,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1021e1ea21ad48cc8a366e29eee380b3~tplv-resize:640:0.png?psm=motor.rank.data,1722,12.88-17.28万,北京现代,中大型MPV,汽油,未知,5年或10万公里,5034
东风风行,星海S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/74e72960fc1e4096822011d7bf0ff0fc~tplv-resize:640:0.png?psm=motor.rank.data,1703,10.59-21.99万,东风风行,中大型车,纯电动,未知,8年或16万公里,9958
奇瑞,瑞虎7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/01231c487de2420c97dcc2aa19f8acc7~tplv-resize:640:0.png?psm=motor.rank.data,1685,6.99-9.39万,奇瑞汽车,紧凑型SUV,汽油,未知,3年或10万公里,1094
大众,高尔夫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0f440cb25eb44df2bfb42ed25548a563~tplv-resize:640:0.png?psm=motor.rank.data,1684,11.79-14.69万,一汽-大众,紧凑型车,汽油,未知,3年或10万公里,410
阿维塔,阿维塔 06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d2bf5d836cc0438292089aed8cdf5e7d~tplv-resize:640:0.png?psm=motor.rank.data,1677,18.99-25.99万,阿维塔科技,中型车,增程式,未知,5年或12万公里,10230
理想汽车,理想L8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/26a1440a232c4a71bd83ed12139bd2f4~tplv-resize:640:0.png?psm=motor.rank.data,1622,32.18-37.98万,理想汽车,中大型SUV,增程式,未知,5年或10万公里,6095
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7d0261ff50644213b56f6982fdacab0c~tplv-resize:640:0.png?psm=motor.rank.data,1592,20.38-30.18万,小鹏汽车,中大型车,纯电动,未知,5年或12万公里,3352
鑫源汽车,金海狮,https://p9-dcd.byteimg.com/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png?psm=motor.rank.data,1588,6.09-10.59万,鑫源汽车,微面,汽油,未知,2年或10万公里,5059
理想汽车,理想L9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c77d1f9ed594a4ba0be695337758a21~tplv-resize:640:0.png?psm=motor.rank.data,1550,40.98-43.98万,理想汽车,大型SUV,增程式,未知,5年或10万公里,5227
长安,长安CS35 PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7291934f8c98484884e1d62e9b354c05~tplv-resize:640:0.png?psm=motor.rank.data,1539,6.99-8.19万,长安汽车,小型SUV,汽油,未知,3年或10万公里,3052
捷达,捷达VS8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d14175e3a62b4beaaac07067e46a9907~tplv-resize:640:0.png?psm=motor.rank.data,1530,11.99-13.49万,一汽-大众捷达,中型SUV,汽油,未知,3年或10万公里,9264
东风奕派,eπ008,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/169f01392f75456d8d4a238f16bbb50c~tplv-resize:640:0.png?psm=motor.rank.data,1527,15.99-19.06万,东风乘用车,中大型SUV,增程式,未知,3年或10万公里,9828
方程豹,豹5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/09add52577864491a78bf670ffcbaa26~tplv-resize:640:0.png?psm=motor.rank.data,1508,23.98-32.98万,方程豹,中型SUV,插电式混合动力,未知,6年或15万公里,8884
深蓝汽车,深蓝L07,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/149288d6e51d457482c6cfd53fc63118~tplv-resize:640:0.png?psm=motor.rank.data,1506,13.19-15.29万,深蓝汽车,中型车,增程式,未知,3年或12万公里,10214
本田,飞度,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/aa58f01250f045ee94b52a01d069f121~tplv-resize:640:0.png?psm=motor.rank.data,1499,6.68-8.28万,广汽本田,小型车,汽油,未知,3年或10万公里,283
红旗,红旗HS3 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a819a1fda2d148b6a6e49c7110c38be4~tplv-resize:640:0.png?psm=motor.rank.data,1496,13.08-13.28万,一汽红旗,紧凑型SUV,插电式混合动力,未知,4年或10万公里,10120
ROX极石,极石01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e67441b6c5234d90aba5de4e0f2565cc~tplv-resize:640:0.png?psm=motor.rank.data,1480,29.99-35.99万,北京汽车制造厂,中大型SUV,增程式,未知,5年或10万公里,9131
东风奕派,纳米06,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a300dd64d6084f128da6cbab290b698e~tplv-resize:640:0.png?psm=motor.rank.data,1453,8.99-11.99万,东风乘用车,小型SUV,纯电动,未知,3年或10万公里,25232
广汽传祺,传祺E8 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/824a133a475f41cc98f6be8eeac81de6~tplv-resize:640:0.png?psm=motor.rank.data,1438,21.28-22.48万,广汽传祺,中型MPV,插电式混合动力,未知,3年或10万公里,9184
奥迪,奥迪A5L Sportback,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/298009e2bba84aab9c2ee007364e03ef~tplv-resize:640:0.png?psm=motor.rank.data,1420,25.99-38.29万,上汽奥迪,中型车,汽油,未知,3年或10万公里,24944
日产,日产N7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3c036397a27749aea9869595d11a1cfd~tplv-resize:640:0.png?psm=motor.rank.data,1382,10.99-13.99万,东风日产,中大型车,纯电动,未知,4年或12万公里,25094
埃安,AION V,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b329963f143c4b57b1e7ad2c3f907db6~tplv-resize:640:0.png?psm=motor.rank.data,1356,10.18-13.38万,广汽埃安新能源,紧凑型SUV,纯电动,未知,4年或15万公里,4426
荣威,荣威M7 DMH,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/70bd1335cfe04a17a59ea762eac57650~tplv-resize:640:0.png?psm=motor.rank.data,1323,8.58-10.28万,上汽集团,中型车,插电式混合动力,未知,6年或15万公里,25546
比亚迪,海豹06DM旅行版,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8bb66b8053b4739ba5419afdb147938~tplv-resize:640:0.png?psm=motor.rank.data,1318,10.98-13.99万,比亚迪,中型车,插电式混合动力,未知,6年或15万公里,25587
奔驰,奔驰EQB,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6248b7820b1e454d882f85606981367e~tplv-resize:640:0.png?psm=motor.rank.data,1313,17.6-25.2万,北京奔驰,紧凑型SUV,纯电动,未知,3年不限公里,3932
马自达,马自达EZ-6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/622280cc5ad443e9befe78f79299951d~tplv-resize:640:0.png?psm=motor.rank.data,1287,10.98-15.28万,长安马自达,中型车,增程式,未知,3年或10万公里,10137
奇瑞风云,风云T11,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/02ef0c5c98c34e6680acc0b9c0bd9f83~tplv-resize:640:0.png?psm=motor.rank.data,1287,17.99-23.99万,奇瑞汽车,大型SUV,增程式,未知,3年或10万公里,9436
林肯,林肯Z,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f2674c8001064a70bf31f29b0e705276~tplv-resize:640:0.png?psm=motor.rank.data,1280,16.98-29.98万,长安林肯,中型车,汽油,未知,5年或14万公里,5440
吉利汽车,缤瑞,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b0363355afee45938f39b0248fa6e5bc~tplv-resize:640:0.png?psm=motor.rank.data,1278,8.98-10.98万,吉利汽车,紧凑型车,汽油,未知,4年或10万公里,2928
比亚迪,海豹06GT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/672c5e9c36d24ac09e4ad2aaced79d78~tplv-resize:640:0.png?psm=motor.rank.data,1240,12.89-18.28万,比亚迪,中型车,纯电动,未知,6年或15万公里,10205
长安,长安X7 PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/399becc2e25a4244bf8823ca3fe64f57~tplv-resize:640:0.png?psm=motor.rank.data,1240,7.79-10.49万,长安汽车,紧凑型SUV,汽油,未知,3年或10万公里,9684
宝马,宝马i3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7179c9f91abe42b1bfca1c56f5cc2763~tplv-resize:640:0.png?psm=motor.rank.data,1235,18.7-23.3万,华晨宝马,中型车,纯电动,未知,3年或10万公里,4838
起亚,赛图斯,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/02e736a7425442a9b1c9cb9f58da67c8~tplv-resize:640:0.png?psm=motor.rank.data,1234,6.39-11.39万,起亚,紧凑型SUV,汽油,未知,3年或10万公里,8934
比亚迪,宋Ultra EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d0202671a8764eaa90d52d32749478d3~tplv-resize:640:0.png?psm=motor.rank.data,1214,15.19-17.99万,比亚迪,中型SUV,纯电动,未知,6年或15万公里,25922
红旗,红旗H6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9e73ae112bfb43a595a78e593002ac8f~tplv-resize:640:0.png?psm=motor.rank.data,1212,12.78-18.78万,一汽红旗,中型车,汽油,未知,4年或10万公里,5417
领克,领克Z20,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6db59fb3f9cf47eba41f74232a214fe7~tplv-resize:640:0.png?psm=motor.rank.data,1207,10.99-14.29万,领克,紧凑型SUV,纯电动,未知,5年或10万公里,24535
领克,领克900,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2aca42e69f824d708b86d79f36e71e83~tplv-resize:640:0.png?psm=motor.rank.data,1191,27.99-38.69万,领克,大型SUV,插电式混合动力,未知,5年或10万公里,25161
智己汽车,智己L6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c0f45ab237c427e8f381094eeafb02b~tplv-resize:640:0.png?psm=motor.rank.data,1156,18.99-26.59万,智己汽车,中大型车,纯电动,未知,5年或15万公里,9660
本田,奥德赛,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ed5dc7d3e0384ccc97804975413d1835~tplv-resize:640:0.png?psm=motor.rank.data,1156,17.58-26.88万,广汽本田,中型MPV,油电混合,未知,3年或10万公里,291
腾势,腾势N8L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7914574483b74656b6eb5f3e75643043~tplv-resize:640:0.png?psm=motor.rank.data,1148,29.98-32.98万,腾势汽车,大型SUV,插电式混合动力,未知,6年或15万公里,25549
智己汽车,智己LS9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/732e60071ef44797aa48e3f521a3ece3~tplv-resize:640:0.png?psm=motor.rank.data,1122,32.28-35.28万,智己汽车,大型SUV,增程式,未知,5年或15万公里,25607
AITO,问界M6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/91ae192e18b1437cb115cc11fa4069f1~tplv-resize:640:0.png?psm=motor.rank.data,1116,0-0万,赛力斯汽车,中大型SUV,增程式,未知,未知,25953
smart,smart精灵#1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e59930a8849c48fe89708057c51c0762~tplv-resize:640:0.png?psm=motor.rank.data,1092,15.49-24.99万,smart,小型SUV,纯电动,未知,4年或15万公里,5322
林肯,航海家,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d1d4c4d05651471aabefb00b4c747831~tplv-resize:640:0.png?psm=motor.rank.data,1083,23.99-40.88万,长安林肯,中型SUV,汽油,未知,5年或14万公里,4537
享界,享界S9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/457e6642ebb84412ad1477e3deac32b1~tplv-resize:640:0.png?psm=motor.rank.data,1067,30.98-37.98万,北汽新能源,中大型车,增程式,未知,4年或10万公里,9947
领克,领克09,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/58462a5635d74f1dae098f5ba61388c9~tplv-resize:640:0.png?psm=motor.rank.data,1048,19.88-23.28万,领克,中大型SUV,48V轻混系统,未知,5年或10万公里,5081
东风风行,星海T5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f59d70a26680431bb416e5d388b16894~tplv-resize:640:0.png?psm=motor.rank.data,1041,9.39-10.19万,东风风行,紧凑型SUV,纯电动,未知,8年或16万公里,25831
哈弗,哈弗枭龙MAX,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f8ab4d2210c1481f965043dd1d113a35~tplv-resize:640:0.png?psm=motor.rank.data,1026,11.18-15.48万,长城汽车,中型SUV,插电式混合动力,未知,6年或15万公里,8795
名爵,MG7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ff5cb551200642ea9f911622b85038b5~tplv-resize:640:0.png?psm=motor.rank.data,1012,10.49-15.49万,上汽集团,中型车,汽油,未知,3年或10万公里,37
星途,星纪元ET,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2011d312a165468ba933195a69bf6ab0~tplv-resize:640:0.png?psm=motor.rank.data,1010,16.98-30.18万,星途,中大型SUV,纯电动,未知,4年或12万公里,8966
红旗,红旗HS3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/911d71f82dc04e3eb2708969989e687a~tplv-resize:640:0.png?psm=motor.rank.data,1010,10.08-12.78万,一汽红旗,紧凑型SUV,汽油,未知,4年或10万公里,6359
大众,探岳X,https://p9-dcd.byteimg.com/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png?psm=motor.rank.data,1004,18.29-21.29万,一汽-大众,中型SUV,汽油,未知,3年或10万公里,4425
欧拉,欧拉5纯电版,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2058a4b505c24fef8a770984fe846d61~tplv-resize:640:0.png?psm=motor.rank.data,1001,8.98-12.38万,长城汽车,紧凑型SUV,纯电动,未知,未知,25715
丰田,丰田bZ3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1a7c1ba06f614302a02a3a5f94e4db6b~tplv-resize:640:0.png?psm=motor.rank.data,991,9.38-15.98万,一汽丰田,中型车,纯电动,未知,3年或10万公里,6126
坦克,坦克400,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a6b49e77976f4587bbb3cfe0ad083a89~tplv-resize:640:0.png?psm=motor.rank.data,985,24.98-26.48万,长城汽车,中大型SUV,48V轻混系统,未知,5年或15万公里,5312
AITO,问界M5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/284dc9ac306147368522b76dda294d23~tplv-resize:640:0.png?psm=motor.rank.data,967,22.98-24.98万,赛力斯汽车,中型SUV,增程式,未知,4年或10万公里,5343
吉利银河,银河L7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/00de72e8346a464fa99ff1cf935bce9e~tplv-resize:640:0.png?psm=motor.rank.data,966,10.57-14.97万,吉利银河,紧凑型SUV,插电式混合动力,未知,4年或10万公里,8830
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/021a6d4c02a74d718f7806e6c7239461~tplv-resize:640:0.png?psm=motor.rank.data,959,29.8-31.6万,蔚来,中型车,纯电动,未知,3年或12万公里,5409
长安凯程,欧诺S,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4bf5bc010a754e178c69005f1a95ce0c~tplv-resize:640:0.png?psm=motor.rank.data,947,4.69-5.44万,长安轻型车,微面,汽油,未知,未知,1475
大众,大众ID.3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3855b142af024d1b8867256c2ac5ae13~tplv-resize:640:0.png?psm=motor.rank.data,945,11.89-14.49万,上汽大众,紧凑型车,纯电动,未知,3年或10万公里,5217
北京汽车制造厂,锐胜王牌M7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png?psm=motor.rank.data,941,5.98-15.38万,北京汽车制造厂,中大型MPV,汽油,未知,5年或10万公里,5886
红旗,红旗H5 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f24bd38b015840f588c5179d9dee6a0c~tplv-resize:640:0.png?psm=motor.rank.data,939,14.58-15.98万,一汽红旗,中型车,插电式混合动力,未知,4年或10万公里,3801
本田,缤智,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b32e82c60c91455083cb913ee9fdad12~tplv-resize:640:0.png?psm=motor.rank.data,934,8.98-10.58万,广汽本田,小型SUV,汽油,未知,3年或10万公里,288
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8a98ac95791f4c39a2195c877b52b457~tplv-resize:640:0.png?psm=motor.rank.data,929,7.98-8.58万,吉利汽车,小型SUV,汽油,未知,4年或10万公里,2880
吉利汽车,豪越L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5827eb09d0594155a0ce1c4fb1085459~tplv-resize:640:0.png?psm=motor.rank.data,928,8.99-14.79万,吉利汽车,中型SUV,汽油,未知,4年或10万公里,6211
阿维塔,阿维塔 12,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cd4c072ba9d14156abfa90b91b1df07a~tplv-resize:640:0.png?psm=motor.rank.data,919,26.49-70万,阿维塔科技,中大型车,增程式,未知,未知,8834
长安启源,长安启源A07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4dfa9373364640268f0cb1d54bd87c3b~tplv-resize:640:0.png?psm=motor.rank.data,915,11.59-16.59万,长安启源,中大型车,增程式,未知,3年或12万公里,8958
奇瑞QQ,冰淇淋,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/03041128cf6f4d17a2e0a7bd6977895b~tplv-resize:640:0.png?psm=motor.rank.data,906,3.69-4.99万,奇瑞新能源,微型车,纯电动,未知,3年或10万公里,5257
坦克,坦克300 Hi4-T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8341da5c5e6340f5a53b6a5929bb6808~tplv-resize:640:0.png?psm=motor.rank.data,904,24.98-24.98万,长城汽车,紧凑型SUV,插电式混合动力,未知,5年或15万公里,8959
宝马,宝马iX1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4d809604d4254210965fba85250ede75~tplv-resize:640:0.png?psm=motor.rank.data,904,16.5-19.8万,华晨宝马,紧凑型SUV,纯电动,未知,3年或10万公里,8942
现代,索纳塔,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png?psm=motor.rank.data,904,11.48-15.68万,北京现代,中型车,汽油,未知,可选：3年或15万公里/5年或10万公里/7年或7万公里,1318
东风风行,菱智,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15fe2dcf06d74df5974d3dcd07fb5f42~tplv-resize:640:0.png?psm=motor.rank.data,899,4.99-9.99万,东风风行,中型MPV,汽油,未知,5年或10万公里,445
比亚迪,夏,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0c2f148741094b5fb3ebe3abed763d91~tplv-resize:640:0.png?psm=motor.rank.data,897,19.48-29.28万,比亚迪,中大型MPV,插电式混合动力,未知,6年或15万公里,24597
起亚,狮铂拓界,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/187b3d71fd0d43a1a8d0f12e95934de7~tplv-resize:640:0.png?psm=motor.rank.data,895,10.98-23.78万,起亚,紧凑型SUV,汽油,未知,5年或10万公里,6070
捷途山海,捷途山海T1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5a4445ffc043421f86a8d1ade9364d2e~tplv-resize:640:0.png?psm=motor.rank.data,885,12.49-16.99万,奇瑞汽车,紧凑型SUV,插电式混合动力,未知,4年或10万公里,9641
福特,探险者,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e176b8cf1d934c2c80c3db40747a214c~tplv-resize:640:0.png?psm=motor.rank.data,868,30.98-39.98万,长安福特,中大型SUV,汽油,未知,3年或10万公里,4284
奇瑞,瑞虎3x,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/359e33695ba04757bb83246794819b05~tplv-resize:640:0.png?psm=motor.rank.data,850,4.99-6.19万,奇瑞汽车,小型SUV,汽油,未知,3年或10万公里,1092
五菱汽车,五菱宏光增程版,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7ae4f82d13d84b688a6cd6c7ea8d9e84~tplv-resize:640:0.png?psm=motor.rank.data,846,5.8-7.98万,上汽通用五菱,微面,增程式,未知,未知,20025
大众,大众CC,https://p3-dcd.byteimg.com/motor-mis-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png?psm=motor.rank.data,834,16.89-19.39万,一汽-大众,中型车,汽油,未知,3年或10万公里,416
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/90f751162223481d9031161261336b14~tplv-resize:640:0.png?psm=motor.rank.data,831,15.99-18.99万,上汽通用凯迪拉克,紧凑型SUV,48V轻混系统,未知,3年不限公里,2971
凯翼,昆仑iHD,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b6d39496b70a4122a91bba45677ed798~tplv-resize:640:0.png?psm=motor.rank.data,821,10.99-21.98万,凯翼汽车,中型SUV,插电式混合动力,未知,3年或10万公里,6305
别克,至境L7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/84199f296dfd4e8eb71235d852f093c5~tplv-resize:640:0.png?psm=motor.rank.data,798,17.19-21.79万,别克至境,中大型车,增程式,未知,3年或10万公里,25600
欧拉,欧拉好猫,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/538ddbd6b2164b8ea6ef186f0b9d41a1~tplv-resize:640:0.png?psm=motor.rank.data,784,7.98-9.98万,长城汽车,小型车,纯电动,未知,4年或15万公里,4635
尊界,尊界S800,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/602ce128e6024bef912bb7053d22f31e~tplv-resize:640:0.png?psm=motor.rank.data,783,70.8-101.8万,江淮汽车,大型车,纯电动,未知,4年不限里程,24599
